,points_x,points_y,celltypes,phenotypes
221,2.22965,14.3158,Stroma,
222,2.09657,15.3596,Stroma,
223,2.32182,15.9746,Stroma,
224,2.47463,16.5975,Stroma,
225,3.15682,18.8304,Stroma,
226,3.05605,18.2006,Stroma,
227,2.2709,18.8913,Stroma,
228,6.28499,20.699,Stroma,
229,6.61391,19.5647,Stroma,
230,4.60095,20.6697,Stroma,
231,6.16762,22.056,Stroma,
232,1.74176,20.6976,Stroma,
233,2.18311,21.3776,Stroma,
234,1.81089,22.2706,Stroma,
235,2.2326,22.8114,Stroma,
236,2.27641,23.5362,Stroma,
237,2.12144,24.1329,Stroma,
238,2.10753,25.1335,Stroma,
239,2.27805,25.769,Stroma,
240,1.70909,26.0893,Stroma,
241,2.06508,28.5658,Stroma,
242,1.89205,27.27,Stroma,
243,3.08628,30.1318,Stroma,
244,2.04191,31.1024,Stroma,
245,1.95538,32.7938,Stroma,
246,2.60609,33.0855,Stroma,
247,5.48268,31.4174,Stroma,
248,7.62126,30.0327,Stroma,
249,6.53307,33.028,Stroma,
250,7.93597,32.0459,Stroma,
251,5.58263,34.3581,Stroma,
252,4.23436,34.5393,Stroma,
253,1.9279,35.2201,Stroma,
254,2.30933,37.1575,Stroma,
255,4.14093,38.6168,Stroma,
256,5.24206,38.8987,Stroma,
257,2.52034,40.1314,Stroma,
258,3.05306,40.8177,Stroma,
259,4.6767,42.7248,Stroma,
260,3.35117,43.4429,Stroma,
261,0.765338,37.8616,Stroma,
262,2.72699,44.1453,Stroma,
263,2.1494,43.8587,Stroma,
264,3.95821,44.8049,Stroma,
265,1.43463,47.5439,Stroma,
266,2.41318,49.2407,Stroma,
267,4.58571,50.0,Stroma,
268,3.10199,0.0,Stroma,
269,2.85031,0.727587,Stroma,
270,3.0278,1.47018,Stroma,
271,3.02518,2.09784,Stroma,
272,3.33536,2.61537,Stroma,
273,2.98583,3.10892,Stroma,
274,3.18493,3.73449,Stroma,
275,3.18398,4.31655,Stroma,
276,3.15342,4.92774,Stroma,
277,3.20395,5.5238,Stroma,
278,3.15871,6.10027,Stroma,
279,3.12303,7.25321,Stroma,
280,3.06418,7.84296,Stroma,
281,3.06883,8.51416,Stroma,
282,3.10015,9.11323,Stroma,
283,3.1025,9.72182,Stroma,
284,2.2925,10.7623,Stroma,
285,2.22362,11.5259,Stroma,
286,2.74696,12.2353,Stroma,
287,2.25476,12.5685,Stroma,
288,2.37543,13.7309,Stroma,
289,2.46063,14.8765,Stroma,
290,2.94406,15.8143,Stroma,
291,2.21235,17.1562,Stroma,
292,2.32906,18.2994,Stroma,
293,2.73904,19.3653,Stroma,
294,3.90442,20.052,Stroma,
295,2.36478,20.3268,Stroma,
296,8.6269,23.7078,Stroma,
297,4.44096,23.6488,Stroma,
298,5.5718,22.5518,Stroma,
299,2.59183,20.9462,Stroma,
300,3.393,22.332,Stroma,
301,2.76045,22.6505,Stroma,
302,2.86499,23.5068,Stroma,
303,2.91071,24.2458,Stroma,
304,2.45324,24.6582,Stroma,
305,2.76562,25.4134,Stroma,
306,2.22156,26.7461,Stroma,
307,2.88355,28.2935,Stroma,
308,2.77496,29.5763,Stroma,
309,2.15788,29.9665,Stroma,
310,4.37633,30.9867,Stroma,
311,2.80653,31.3739,Stroma,
312,2.33653,32.2993,Stroma,
313,3.21202,31.8535,Stroma,
314,5.60091,30.4146,Stroma,
315,7.01219,30.3102,Stroma,
316,4.91528,33.0319,Stroma,
317,3.50106,35.6732,Stroma,
318,3.08912,36.4489,Stroma,
319,2.87543,37.1476,Stroma,
320,3.53364,37.2571,Stroma,
321,4.2082,39.6852,Stroma,
322,3.64862,39.1992,Stroma,
323,2.89854,39.2757,Stroma,
324,3.73603,40.8943,Stroma,
325,3.59251,41.632,Stroma,
326,2.35778,40.8783,Stroma,
327,4.76526,43.5148,Stroma,
328,2.94157,41.6374,Stroma,
329,2.4134,46.2415,Stroma,
330,2.07471,47.6564,Stroma,
331,5.41653,43.9127,Stroma,
332,1.8816,48.4251,Stroma,
333,2.96899,49.032,Stroma,
334,5.1617,50.0,Stroma,
335,3.68274,0.0,Stroma,
336,3.45791,0.892042,Stroma,
337,3.78292,1.6363,Stroma,
338,3.96963,2.21624,Stroma,
339,4.00245,2.90185,Stroma,
340,3.79278,3.46238,Stroma,
341,4.13983,3.96559,Stroma,
342,3.91181,4.49946,Stroma,
343,3.93948,5.12423,Stroma,
344,4.05034,5.70405,Stroma,
345,3.94008,6.25661,Stroma,
346,3.24056,6.70588,Stroma,
347,3.98305,7.4572,Stroma,
348,3.69448,7.99483,Stroma,
349,3.83953,8.61988,Stroma,
350,3.85143,9.22899,Stroma,
351,3.10952,10.3231,Stroma,
352,2.94944,10.9464,Stroma,
353,2.85051,11.599,Stroma,
354,3.02821,12.8266,Stroma,
355,3.02616,13.3671,Stroma,
356,3.05656,14.0256,Stroma,
357,3.05325,15.2387,Stroma,
358,3.11132,16.9625,Stroma,
359,3.40935,17.6071,Stroma,
360,4.80462,17.1734,Stroma,
361,2.26566,19.7676,Stroma,
362,7.89762,20.5011,Stroma,
363,7.18552,20.7873,Stroma,
364,5.23245,23.6192,Stroma,
365,4.66556,22.2063,Stroma,
366,3.19476,21.2393,Stroma,
367,4.01064,22.2664,Stroma,
368,4.12003,22.9155,Stroma,
369,3.30498,23.022,Stroma,
370,3.40713,23.9503,Stroma,
371,3.1616,24.8366,Stroma,
372,3.27494,25.5885,Stroma,
373,2.58295,26.302,Stroma,
374,2.79034,27.2278,Stroma,
375,2.67675,28.889,Stroma,
376,4.74541,29.5919,Stroma,
377,3.63192,30.6781,Stroma,
378,4.2742,30.2959,Stroma,
379,3.59617,31.3147,Stroma,
380,6.51761,34.9029,Stroma,
381,6.88517,33.6568,Stroma,
382,7.05633,36.0789,Stroma,
383,7.73711,35.4006,Stroma,
384,4.94754,34.0109,Stroma,
385,3.66916,36.5355,Stroma,
386,4.27132,37.0125,Stroma,
387,4.80443,38.2696,Stroma,
388,5.57181,37.6336,Stroma,
389,4.58002,39.116,Stroma,
390,4.80116,40.4368,Stroma,
391,3.9621,43.0359,Stroma,
392,5.36917,43.0774,Stroma,
393,6.84824,43.0187,Stroma,
394,4.52277,45.2338,Stroma,
395,3.78624,45.6632,Stroma,
396,3.10267,46.627,Stroma,
397,2.65035,47.3549,Stroma,
398,1.5874,46.1007,Stroma,
399,2.4973,48.3954,Stroma,
400,3.49692,49.2326,Stroma,
401,5.73787,50.0,Stroma,
402,4.31074,0.0,Stroma,
403,4.00992,0.701444,Stroma,
404,4.37409,1.33173,Stroma,
405,4.85376,1.7296,Stroma,
406,4.64118,2.313,Stroma,
407,4.66347,3.06181,Stroma,
408,4.75558,3.63845,Stroma,
409,4.91557,4.307,Stroma,
410,4.63356,4.81896,Stroma,
411,4.77806,5.45021,Stroma,
412,4.62694,6.5695,Stroma,
413,3.97632,6.90663,Stroma,
414,4.64857,7.65458,Stroma,
415,4.44177,8.26409,Stroma,
416,4.74696,8.78757,Stroma,
417,3.81258,9.88332,Stroma,
418,3.81154,10.5925,Stroma,
419,3.59569,11.1733,Stroma,
420,3.45011,11.9092,Stroma,
421,3.89905,13.0778,Stroma,
422,3.68043,13.6729,Stroma,
423,3.13945,14.5704,Stroma,
424,3.29366,16.314,Stroma,
425,5.33671,18.5784,Stroma,
426,5.25131,16.4874,Stroma,
427,4.97321,20.1154,Stroma,
428,4.50251,21.442,Stroma,
429,3.81127,19.2221,Stroma,
430,5.25704,17.7994,Stroma,
431,3.85641,21.6038,Stroma,
432,5.89879,21.4662,Stroma,
433,5.15487,21.2959,Stroma,
434,5.81175,23.3609,Stroma,
435,3.94753,24.2516,Stroma,
436,3.72285,24.8472,Stroma,
437,3.96212,25.4383,Stroma,
438,3.65192,26.09,Stroma,
439,3.13413,26.3616,Stroma,
440,3.35049,26.96,Stroma,
441,3.3217,27.7613,Stroma,
442,3.35618,29.1742,Stroma,
443,5.50018,29.7073,Stroma,
444,4.18325,29.1757,Stroma,
445,8.96541,31.0776,Stroma,
446,5.50226,29.0784,Stroma,
447,7.18694,32.7653,Stroma,
448,9.97636,31.2049,Stroma,
449,6.09714,35.9381,Stroma,
450,4.907,35.5055,Stroma,
451,4.18505,36.1363,Stroma,
452,4.99111,36.8954,Stroma,
453,4.81351,37.615,Stroma,
454,6.27472,37.9333,Stroma,
455,5.58907,38.3139,Stroma,
456,6.21136,38.68,Stroma,
457,4.1461,40.3731,Stroma,
458,4.56651,41.9507,Stroma,
459,6.73245,43.9178,Stroma,
460,5.129,45.3987,Stroma,
461,5.43529,45.9363,Stroma,
462,4.3838,45.9889,Stroma,
463,3.77314,46.5737,Stroma,
464,3.8675,47.5812,Stroma,
465,3.33296,47.3484,Stroma,
466,2.98849,48.0405,Stroma,
467,4.10512,49.1723,Stroma,
468,6.31376,50.0,Stroma,
469,4.9279,0.0,Stroma,
470,5.27532,0.910569,Stroma,
471,5.49116,1.59312,Stroma,
472,5.67162,2.22437,Stroma,
473,5.23923,2.67587,Stroma,
474,5.61369,3.21174,Stroma,
475,5.4507,3.80129,Stroma,
476,5.5982,4.58982,Stroma,
477,5.40901,5.15702,Stroma,
478,5.74016,5.66438,Stroma,
479,4.88305,6.03071,Stroma,
480,5.57536,6.82857,Stroma,
481,4.92086,7.07878,Stroma,
482,5.25813,7.95157,Stroma,
483,5.39147,8.56608,Stroma,
484,4.48272,9.33508,Stroma,
485,4.43259,10.1069,Stroma,
486,4.48495,10.7019,Stroma,
487,4.08855,11.5308,Stroma,
488,3.61885,12.506,Stroma,
489,4.50788,13.3436,Stroma,
490,4.009,14.2063,Stroma,
491,3.70344,15.4419,Stroma,
492,3.89714,16.8104,Stroma,
493,4.54433,16.4868,Stroma,
494,5.75324,15.9425,Stroma,
495,2.54688,17.6432,Stroma,
496,6.71212,18.6658,Stroma,
497,6.22722,20.0629,Stroma,
498,10.6156,24.5831,Stroma,
499,7.52119,21.3426,Stroma,
500,8.35023,22.5223,Stroma,
501,6.74823,22.49,Stroma,
502,3.78654,23.4755,Stroma,
503,4.46741,24.5933,Stroma,
504,4.50593,25.2113,Stroma,
505,4.28524,25.9928,Stroma,
506,4.40618,26.6568,Stroma,
507,3.85552,27.5615,Stroma,
508,3.51181,28.4799,Stroma,
509,4.02918,28.472,Stroma,
510,4.92842,30.2333,Stroma,
511,5.82263,32.0156,Stroma,
512,8.04798,31.319,Stroma,
513,5.02813,30.9058,Stroma,
514,7.33164,31.3004,Stroma,
515,7.25651,34.2681,Stroma,
516,6.46202,35.5146,Stroma,
517,5.85066,34.9551,Stroma,
518,6.4526,37.2924,Stroma,
519,4.81445,36.2292,Stroma,
520,6.94706,38.1008,Stroma,
521,7.65482,39.4046,Stroma,
522,6.87544,38.872,Stroma,
523,5.01514,39.7,Stroma,
524,4.81636,41.0844,Stroma,
525,4.26367,41.3416,Stroma,
526,6.35089,42.4914,Stroma,
527,6.05442,44.269,Stroma,
528,6.11984,46.2123,Stroma,
529,4.9386,46.3759,Stroma,
530,4.37352,46.8675,Stroma,
531,4.51555,47.5826,Stroma,
532,4.12201,48.3919,Stroma,
533,3.51555,48.3832,Stroma,
534,4.68464,49.2032,Stroma,
535,7.47424,50.0,Stroma,
536,5.51555,0.0,Stroma,
537,5.8282,0.697013,Stroma,
538,6.14966,1.44454,Stroma,
539,6.28357,2.39138,Stroma,
540,6.2226,3.04441,Stroma,
541,6.51326,3.66307,Stroma,
542,6.08078,4.05911,Stroma,
543,6.31584,4.72333,Stroma,
544,6.34276,5.31305,Stroma,
545,6.43135,6.02829,Stroma,
546,5.56564,6.25421,Stroma,
547,6.22795,7.1552,Stroma,
548,5.64609,7.51974,Stroma,
549,6.01224,8.46552,Stroma,
550,5.42303,9.2239,Stroma,
551,4.98394,9.73586,Stroma,
552,5.33604,10.2183,Stroma,
553,4.68171,11.299,Stroma,
554,4.28509,12.1343,Stroma,
555,4.52813,12.6321,Stroma,
556,4.61045,13.9321,Stroma,
557,3.78192,14.7589,Stroma,
558,3.92513,16.0149,Stroma,
559,4.59772,15.7853,Stroma,
560,4.62227,18.1566,Stroma,
561,6.08521,16.5891,Stroma,
562,7.93487,19.1404,Stroma,
563,5.30618,19.3224,Stroma,
564,6.62019,21.2546,Stroma,
565,8.12555,21.1178,Stroma,
566,8.34854,23.0923,Stroma,
567,7.59843,22.5445,Stroma,
568,6.19946,22.857,Stroma,
569,4.87267,24.1965,Stroma,
570,5.24469,24.9008,Stroma,
571,5.0593,25.4546,Stroma,
572,4.86047,26.1027,Stroma,
573,4.76474,27.1434,Stroma,
574,4.36528,27.667,Stroma,
575,4.56215,28.3343,Stroma,
576,4.87242,28.9129,Stroma,
577,6.911,29.5288,Stroma,
578,6.31075,30.52,Stroma,
579,6.79031,31.0184,Stroma,
580,10.5831,29.961,Stroma,
581,9.99376,32.7029,Stroma,
582,8.78735,33.7686,Stroma,
583,12.2448,33.7306,Stroma,
584,8.47726,37.6197,Stroma,
585,7.84926,35.9555,Stroma,
586,7.89101,36.5056,Stroma,
587,9.49652,36.4468,Stroma,
588,7.5419,38.7282,Stroma,
589,6.13137,40.1253,Stroma,
590,5.45605,40.2861,Stroma,
591,5.64206,42.5183,Stroma,
592,5.90868,44.9865,Stroma,
593,6.83918,45.9236,Stroma,
594,6.11909,45.5354,Stroma,
595,5.97737,46.7862,Stroma,
596,5.33033,46.902,Stroma,
597,5.70009,47.8292,Stroma,
598,5.12487,47.526,Stroma,
599,4.74249,48.3555,Stroma,
600,5.31301,49.1959,Stroma,
601,5.9488,49.1833,Stroma,
602,8.06263,50.0,Stroma,
603,6.15151,0.0,Stroma,
604,6.46268,0.806267,Stroma,
605,6.66305,1.77779,Stroma,
606,7.021,2.45328,Stroma,
607,6.96728,3.09252,Stroma,
608,7.11762,3.96896,Stroma,
609,6.94077,4.5254,Stroma,
610,7.32406,5.03445,Stroma,
611,8.71695,5.96965,Stroma,
612,7.00359,5.54029,Stroma,
613,7.98403,5.87489,Stroma,
614,6.43416,6.55125,Stroma,
615,6.89907,7.14646,Stroma,
616,6.25573,7.88265,Stroma,
617,6.46587,8.88232,Stroma,
618,5.96472,9.42526,Stroma,
619,5.93743,10.0804,Stroma,
620,5.1926,10.8133,Stroma,
621,5.00663,11.8083,Stroma,
622,5.18872,12.4516,Stroma,
623,5.16506,13.0608,Stroma,
624,4.75511,14.6732,Stroma,
625,4.37305,15.1337,Stroma,
626,5.19708,15.6316,Stroma,
627,6.67123,17.0139,Stroma,
628,6.6908,18.0165,Stroma,
629,6.98672,15.7001,Stroma,
630,7.83305,21.9596,Stroma,
631,7.30302,17.865,Stroma,
632,8.44523,19.6556,Stroma,
633,10.8901,22.7956,Stroma,
634,9.6952,22.0437,Stroma,
635,5.2733,21.9621,Stroma,
636,6.65896,23.4019,Stroma,
637,5.56199,24.3155,Stroma,
638,5.7926,25.5048,Stroma,
639,5.48972,26.0526,Stroma,
640,5.19748,26.7181,Stroma,
641,5.57761,27.7507,Stroma,
642,4.9777,27.7643,Stroma,
643,5.25956,28.4079,Stroma,
644,8.7902,29.5739,Stroma,
645,6.16242,29.011,Stroma,
646,9.67744,32.0134,Stroma,
647,9.26933,32.4575,Stroma,
648,11.5515,33.8881,Stroma,
649,8.74422,34.5358,Stroma,
650,9.80391,34.7136,Stroma,
651,7.08709,35.5144,Stroma,
652,7.9311,37.1242,Stroma,
653,8.6557,36.4315,Stroma,
654,12.7812,36.4879,Stroma,
655,9.18735,35.9141,Stroma,
656,6.40866,36.5229,Stroma,
657,6.55995,40.9978,Stroma,
658,5.39267,41.2419,Stroma,
659,5.1349,42.0179,Stroma,
660,6.70183,44.6589,Stroma,
661,7.43166,45.4606,Stroma,
662,6.74624,46.9757,Stroma,
663,7.69964,47.0696,Stroma,
664,6.15545,47.4526,Stroma,
665,6.78144,47.735,Stroma,
666,6.61452,48.352,Stroma,
667,5.31848,48.4561,Stroma,
668,6.02401,48.451,Stroma,
669,7.22947,49.2293,Stroma,
670,6.74818,0.0,Stroma,
671,7.03318,0.834222,Stroma,
672,7.22791,1.5424,Stroma,
673,7.59408,2.33267,Stroma,
674,7.53639,3.36227,Stroma,
675,7.8196,4.01611,Stroma,
676,7.89247,4.60183,Stroma,
677,10.1673,6.57402,Stroma,
678,9.68003,7.03004,Stroma,
679,7.99113,5.31466,Stroma,
680,9.23649,8.31839,Stroma,
681,7.32353,6.07592,Stroma,
682,7.43808,7.51846,Stroma,
683,6.84844,7.90107,Stroma,
684,6.67941,9.51581,Stroma,
685,6.67589,10.1627,Stroma,
686,6.19325,10.664,Stroma,
687,5.6923,11.1171,Stroma,
688,5.61108,11.7324,Stroma,
689,5.82843,12.4264,Stroma,
690,5.42543,13.5536,Stroma,
691,5.21501,14.1764,Stroma,
692,5.31783,15.0412,Stroma,
693,5.95417,18.2123,Stroma,
694,8.52627,17.1025,Stroma,
695,6.30143,17.5278,Stroma,
696,7.17678,19.2619,Stroma,
697,7.47366,18.5742,Stroma,
698,8.89873,19.0987,Stroma,
699,9.04925,23.2507,Stroma,
700,9.48287,22.7603,Stroma,
701,7.7571,23.2724,Stroma,
702,7.21742,23.7688,Stroma,
703,7.16928,22.9802,Stroma,
704,6.01969,24.8826,Stroma,
705,6.44214,26.2524,Stroma,
706,5.90407,26.511,Stroma,
707,5.59627,27.1446,Stroma,
708,6.50169,28.346,Stroma,
709,5.85962,28.3391,Stroma,
710,6.91532,28.8191,Stroma,
711,8.67596,31.6651,Stroma,
712,13.0961,31.2415,Stroma,
713,10.6501,32.6573,Stroma,
714,7.84852,32.6978,Stroma,
715,6.43361,34.3084,Stroma,
716,8.19554,33.3948,Stroma,
717,9.06339,37.9556,Stroma,
718,8.62883,35.2787,Stroma,
719,9.25563,38.6416,Stroma,
720,10.6786,36.7039,Stroma,
721,8.23711,38.9691,Stroma,
722,6.78493,40.4142,Stroma,
723,5.90251,40.9099,Stroma,
724,5.75835,41.8168,Stroma,
725,7.57651,42.8966,Stroma,
726,6.80407,45.2116,Stroma,
727,7.86902,45.871,Stroma,
728,7.04315,46.4679,Stroma,
729,8.59056,47.149,Stroma,
730,8.23528,47.6866,Stroma,
731,11.4189,44.6882,Stroma,
732,9.99317,47.5971,Stroma,
733,7.23075,48.5714,Stroma,
734,7.73851,48.2152,Stroma,
735,7.87946,49.2291,Stroma,
736,8.6433,50.0,Stroma,
737,7.33776,0.0,Stroma,
738,7.64561,0.753044,Stroma,
739,7.84204,1.58671,Stroma,
740,8.23814,2.36732,Stroma,
741,7.97646,3.00628,Stroma,
742,8.44627,3.8209,Stroma,
743,8.59208,5.01752,Stroma,
744,11.376,5.69105,Stroma,
745,8.94978,9.30039,Stroma,
746,10.9796,6.67355,Stroma,
747,8.13893,6.5729,Stroma,
748,8.48946,7.61444,Stroma,
749,7.2834,6.6324,Stroma,
750,7.59583,8.16374,Stroma,
751,6.9931,8.56541,Stroma,
752,7.6041,8.87384,Stroma,
753,7.18756,10.3993,Stroma,
754,6.49463,11.1771,Stroma,
755,6.24405,11.7904,Stroma,
756,6.70243,12.1057,Stroma,
757,6.12135,12.8726,Stroma,
758,6.01688,13.4659,Stroma,
759,5.92638,14.8802,Stroma,
760,6.17186,15.5099,Stroma,
761,7.88435,17.2147,Stroma,
762,8.28212,16.4768,Stroma,
763,7.25038,17.2293,Stroma,
764,6.99587,20.1883,Stroma,
765,9.57883,18.3291,Stroma,
766,9.24153,19.6095,Stroma,
767,8.79427,20.9318,Stroma,
768,8.55265,24.2963,Stroma,
769,7.8783,23.8172,Stroma,
770,6.82081,24.3331,Stroma,
771,6.63538,24.9486,Stroma,
772,6.38897,25.6887,Stroma,
773,6.85677,26.9351,Stroma,
774,6.30882,27.057,Stroma,
775,6.22298,27.6387,Stroma,
776,7.47601,28.6437,Stroma,
777,8.25702,29.9992,Stroma,
778,8.81493,28.9438,Stroma,
779,9.39392,31.5144,Stroma,
780,7.66298,30.6774,Stroma,
781,10.933,33.7099,Stroma,
782,10.3866,33.3953,Stroma,
783,8.74328,37.0051,Stroma,
